现在的角度[0],现在的速度[0],现在的力矩[0],下个时刻的角度[0],下个时刻的速度[0],现在的角度[1],现在的速度[1],现在的力矩[1],下个时刻的角度[1],下个时刻的速度[1],现在的角度[2],现在的速度[2],现在的力矩[2],下个时刻的角度[2],下个时刻的速度[2],现在的角度[3],现在的速度[3],现在的力矩[3],下个时刻的角度[3],下个时刻的速度[3]
-0.0241641,-0.00158571,-2.99236,0,0,-38.586,-99.3226,-5.11401,0,0,-27.1476,-45.1291,-6.05,0,0,-99.037,-283.746,-6.05,0,0
-0.0246239,-0.00153263,-2.99692,0,0,-38.9404,-99.5704,-5.14168,0,0,-27.5012,-45.4266,-6.1,0,0,-100.103,-286.013,-6.1,0,0
-0.0250729,-0.0014967,-3.00187,0,0,-39.2947,-99.8781,-5.16892,0,0,-27.8555,-45.7339,-6.15,0,0,-101.168,-288.331,-6.15,0,0
-0.0253767,-0.00101295,-3.00806,0,0,-39.6459,-100.162,-5.19626,0,0,-28.2111,-46.0426,-6.2,0,0,-102.231,-290.646,-6.2,0,0
-0.0257202,-0.00114499,-3.01502,0,0,-40.0003,-100.474,-5.22334,0,0,-28.5733,-46.3683,-6.25,0,0,-103.299,-292.988,-6.25,0,0
-0.0260906,-0.00123436,-3.0477,0,0,-40.3657,-100.8,-5.29258,0,0,-28.9437,-46.6966,-6.35,0,0,-104.387,-295.378,-6.35,0,0
-0.0263412,-0.000835392,-3.06633,0,0,-40.726,-102.358,-5.32895,0,0,-29.319,-47.4809,-6.4,0,0,-105.461,-300.024,-6.4,0,0
-0.0265108,-0.000565381,-3.0686,0,0,-41.0812,-102.908,-5.34778,0,0,-29.6944,-47.7758,-6.45,0,0,-106.531,-302.331,-6.45,0,0
-0.0267634,-0.000842085,-3.08083,0,0,-41.4371,-102.944,-5.37528,0,0,-30.0679,-48.0642,-6.5,0,0,-107.6,-304.652,-6.5,0,0
-0.0269344,-0.00056991,-3.09464,0,0,-41.7838,-103.213,-5.40324,0,0,-30.4383,-48.3491,-6.55,0,0,-108.661,-306.948,-6.55,0,0
-0.0270501,-0.000385706,-3.11001,0,0,-42.1347,-103.555,-5.43146,0,0,-30.8039,-48.6299,-6.6,0,0,-109.713,-309.242,-6.6,0,0
-0.0271284,-0.00026104,-3.12646,0,0,-42.4873,-103.891,-5.45928,0,0,-31.1626,-48.906,-6.65,0,0,-110.772,-311.589,-6.65,0,0
-0.0271814,-0.000176668,-3.14458,0,0,-42.8341,-104.186,-5.48777,0,0,-31.5189,-49.2001,-6.7,0,0,-111.824,-313.886,-6.7,0,0
-0.0272173,-0.000119566,-3.18759,0,0,-43.1977,-104.586,-5.55696,0,0,-31.8795,-49.5182,-6.8,0,0,-112.904,-316.303,-6.8,0,0
-0.0273794,-0.000540364,-3.20872,0,0,-43.5585,-106.153,-5.5854,0,0,-32.2352,-50.275,-6.85,0,0,-113.976,-320.974,-6.85,0,0
-0.0274891,-0.00036571,-3.2315,0,0,-43.9177,-106.469,-5.61416,0,0,-32.5876,-50.5673,-6.9,0,0,-115.041,-323.27,-6.9,0,0
-0.0275634,-0.000247507,-3.2557,0,0,-44.2701,-106.78,-5.64301,0,0,-32.9424,-50.8807,-6.95,0,0,-116.103,-325.584,-6.95,0,0
-0.0276136,-0.000167509,-3.28179,0,0,-44.6251,-107.135,-5.67214,0,0,-33.3006,-51.1966,-7,0,0,-117.161,-327.894,-7,0,0
-0.0276476,-0.000113367,-3.3094,0,0,-44.9764,-107.475,-5.70112,0,0,-33.6592,-51.5003,-7.05,0,0,-118.227,-330.244,-7.05,0,0
-0.0276706,-7.67253e-005,-3.33867,0,0,-45.3249,-107.818,-5.73083,0,0,-34.0206,-51.8119,-7.1,0,0,-119.285,-332.538,-7.1,0,0
-0.0276862,-5.19265e-005,-3.39347,0,0,-45.6916,-108.258,-5.80116,0,0,-34.3918,-52.1457,-7.2,0,0,-120.359,-334.918,-7.2,0,0
-0.0276968,-3.5143e-005,-3.46832,0,0,-46.3558,-110.856,-5.79937,0,0,-35.1289,-54.1332,-7.25,0,0,-122.479,-343.095,-7.25,0,0
-0.0277039,-2.37843e-005,-3.51137,0,0,-46.9157,-109.427,-5.82881,0,0,-35.7397,-53.8363,-7.3,0,0,-124.333,-344.484,-7.3,0,0
-0.0277087,-1.60968e-005,-3.55219,0,0,-47.4093,-109.251,-5.86193,0,0,-36.2656,-53.7369,-7.35,0,0,-125.882,-345.75,-7.35,0,0
-0.027712,-1.08941e-005,-3.62029,0,0,-47.871,-109.405,-5.93424,0,0,-36.739,-53.7852,-7.45,0,0,-127.282,-347.558,-7.45,0,0
-0.0277142,-7.37294e-006,-3.66575,0,0,-48.3014,-110.822,-5.96724,0,0,-37.1717,-54.3695,-7.5,0,0,-128.546,-351.78,-7.5,0,0
-0.0277157,-4.98989e-006,-3.71455,0,0,-48.7,-111.07,-5.99952,0,0,-37.5754,-54.5401,-7.55,0,0,-129.761,-353.933,-7.55,0,0
-0.0277167,-3.37708e-006,-3.76457,0,0,-49.0882,-111.417,-6.03284,0,0,-37.964,-54.7707,-7.6,0,0,-130.914,-356.038,-7.6,0,0
-0.0277174,-2.28556e-006,-3.81716,0,0,-49.4643,-111.806,-6.06615,0,0,-38.343,-55.0273,-7.65,0,0,-132.04,-358.272,-7.65,0,0
-0.0277179,-1.54683e-006,-3.87136,0,0,-49.8318,-112.226,-6.09998,0,0,-38.7159,-55.2996,-7.7,0,0,-133.144,-360.513,-7.7,0,0
-0.0277182,-1.04687e-006,-3.92789,0,0,-50.1971,-112.696,-6.13419,0,0,-39.0873,-55.5903,-7.75,0,0,-134.231,-362.781,-7.75,0,0
-0.0277184,-7.08505e-007,-3.98671,0,0,-50.5612,-113.185,-6.16877,0,0,-39.4608,-55.8937,-7.8,0,0,-135.31,-365.076,-7.8,0,0
-0.0277185,-4.79505e-007,-4.07305,0,0,-50.9385,-113.735,-6.24334,0,0,-39.8399,-56.2078,-7.9,0,0,-136.405,-367.449,-7.9,0,0
-0.0277186,-3.24522e-007,-4.13539,0,0,-51.3053,-115.421,-6.27877,0,0,-40.2163,-56.9629,-7.95,0,0,-137.486,-372.097,-7.95,0,0
-0.0277187,-2.19631e-007,-4.20108,0,0,-51.6706,-115.944,-6.31456,0,0,-40.5887,-57.2434,-8,0,0,-138.565,-374.414,-8,0,0
-0.0277187,-1.48643e-007,-4.26757,0,0,-52.0324,-116.473,-6.35091,0,0,-40.9564,-57.5239,-8.05,0,0,-139.632,-376.695,-8.05,0,0
-0.0277188,-1.00599e-007,-4.33515,0,0,-52.3885,-117.019,-6.38775,0,0,-41.3224,-57.8162,-8.1,0,0,-140.685,-378.971,-8.1,0,0
-0.0277188,-6.8084e-008,-4.40832,0,0,-52.7521,-117.632,-6.4249,0,0,-41.6856,-58.1059,-8.15,0,0,-141.75,-381.335,-8.15,0,0
-0.0277188,-4.60782e-008,-4.48057,0,0,-53.1113,-118.203,-6.46264,0,0,-42.0455,-58.3952,-8.2,0,0,-142.805,-383.624,-8.2,0,0
-0.0277188,-3.1185e-008,-4.58287,0,0,-53.4829,-118.856,-6.54024,0,0,-42.4071,-58.7022,-8.3,0,0,-143.881,-386.014,-8.3,0,0
-0.0277188,-2.11055e-008,-4.66197,0,0,-53.8535,-120.676,-6.5789,0,0,-42.7635,-59.4577,-8.35,0,0,-144.957,-390.713,-8.35,0,0
-0.0277188,-1.42839e-008,-4.74135,0,0,-54.2226,-121.293,-6.61809,0,0,-43.1161,-59.7485,-8.4,0,0,-146.02,-392.99,-8.4,0,0
-0.0277188,-9.66712e-009,-4.82235,0,0,-54.5868,-121.917,-6.65778,0,0,-43.4699,-60.0577,-8.45,0,0,-147.074,-395.284,-8.45,0,0
-0.0277188,-6.54256e-009,-4.90847,0,0,-54.9477,-122.569,-6.69806,0,0,-43.8257,-60.3688,-8.5,0,0,-148.145,-397.663,-8.5,0,0
-0.0277188,-4.4279e-009,-4.99437,0,0,-55.3122,-123.268,-6.7388,0,0,-44.1814,-60.6721,-8.55,0,0,-149.204,-399.946,-8.55,0,0
-0.0277188,-2.99674e-009,-5.082,0,0,-55.6787,-123.971,-6.78006,0,0,-44.5423,-60.9935,-8.6,0,0,-150.253,-402.236,-8.6,0,0
-0.0277188,-2.02814e-009,-5.2025,0,0,-56.0522,-124.703,-6.86139,0,0,-44.9174,-61.3422,-8.7,0,0,-151.335,-404.668,-8.7,0,0
-0.0277188,-1.37262e-009,-5.29773,0,0,-56.4267,-126.641,-6.90394,0,0,-45.2929,-62.1093,-8.75,0,0,-152.418,-409.368,-8.75,0,0
-0.0277188,-9.28965e-010,-5.39131,0,0,-56.796,-127.361,-6.94686,0,0,-45.6649,-62.3923,-8.8,0,0,-153.483,-411.631,-8.8,0,0
-0.0277188,-6.28709e-010,-5.48902,0,0,-57.1627,-128.107,-6.99052,0,0,-46.0357,-62.6843,-8.85,0,0,-154.549,-413.955,-8.85,0,0
-0.0277188,-4.25501e-010,-5.58831,0,0,-57.5304,-128.893,-7.03469,0,0,-46.4041,-62.9729,-8.9,0,0,-155.61,-416.259,-8.9,0,0
-0.0277188,-2.87972e-010,-5.69026,0,0,-57.8995,-129.694,-7.07949,0,0,-46.7674,-63.2537,-8.95,0,0,-156.669,-418.579,-8.95,0,0
-0.0277188,-1.94895e-010,-5.79259,0,0,-58.2699,-130.512,-7.12472,0,0,-47.1253,-63.536,-9,0,0,-157.719,-420.868,-9,0,0
-0.0277188,-1.31902e-010,-5.89855,0,0,-58.6366,-131.325,-7.17082,0,0,-47.4812,-63.8318,-9.05,0,0,-158.775,-423.213,-9.05,0,0
-0.0277188,-8.92692e-011,-6.03819,0,0,-59.0193,-132.237,-7.25693,0,0,-47.8388,-64.1415,-9.15,0,0,-159.849,-425.596,-9.15,0,0
-0.0277188,-6.0416e-011,-6.14752,0,0,-59.3953,-134.283,-7.30417,0,0,-48.1926,-64.9029,-9.2,0,0,-160.915,-430.267,-9.2,0,0
-0.0277188,-4.08886e-011,-6.26013,0,0,-59.7657,-135.144,-7.35225,0,0,-48.5453,-65.2041,-9.25,0,0,-161.984,-432.598,-9.25,0,0
-0.0277188,-2.76728e-011,-6.37698,0,0,-60.1426,-136.078,-7.40107,0,0,-48.9,-65.5158,-9.3,0,0,-163.057,-434.934,-9.3,0,0
-0.0277188,-1.87285e-011,-6.48881,0,0,-60.5147,-136.988,-7.44974,0,0,-49.2567,-65.8266,-9.35,0,0,-164.106,-437.176,-9.35,0,0
-0.0277188,-1.26752e-011,-6.60789,0,0,-60.8874,-137.919,-7.49977,0,0,-49.6178,-66.1448,-9.4,0,0,-165.162,-439.523,-9.4,0,0
-0.0277188,-8.57836e-012,-6.72881,0,0,-61.2617,-138.894,-7.55043,0,0,-49.9844,-66.4641,-9.45,0,0,-166.221,-441.858,-9.45,0,0
-0.0277188,-5.80569e-012,-6.88513,0,0,-61.6497,-139.927,-7.64137,0,0,-50.3627,-66.802,-9.55,0,0,-167.298,-444.237,-9.55,0,0
-0.0277188,-3.92921e-012,-7.01003,0,0,-62.0312,-142.115,-7.69351,0,0,-50.7399,-67.5625,-9.6,0,0,-168.373,-448.928,-9.6,0,0
-0.0277188,-2.65923e-012,-7.13584,0,0,-62.4109,-143.131,-7.74611,0,0,-51.1115,-67.8377,-9.65,0,0,-169.441,-451.227,-9.65,0,0
-0.0277188,-1.79973e-012,-7.2632,0,0,-62.7905,-144.169,-7.7993,0,0,-51.48,-68.1235,-9.7,0,0,-170.503,-453.527,-9.7,0,0
-0.0277188,-1.21802e-012,-7.39407,0,0,-63.1718,-145.232,-7.85346,0,0,-51.8449,-68.4094,-9.75,0,0,-171.566,-455.856,-9.75,0,0
-0.0277188,-8.24341e-013,-7.52458,0,0,-63.546,-146.292,-7.90823,0,0,-52.2034,-68.6877,-9.8,0,0,-172.628,-458.176,-9.8,0,0
-0.0277188,-5.57899e-013,-7.65694,0,0,-63.9238,-147.418,-7.96341,0,0,-52.5603,-68.9846,-9.85,0,0,-173.684,-460.476,-9.85,0,0
-0.0277188,-3.7758e-013,-7.82972,0,0,-64.3128,-148.576,-8.05988,0,0,-52.9178,-69.2895,-9.95,0,0,-174.762,-462.876,-9.95,0,0
-0.027581,0.000459444,-7.96597,0,0,-64.6976,-150.942,-8.11669,0,0,-53.2678,-70.0392,-10,0,0,-175.832,-467.542,-10,0,0
-0.0274877,0.000310944,-8.06407,0,0,-65.0691,-152.058,-8.13355,0,0,-53.6146,-70.335,-10,0,0,-176.871,-469.76,-10,0,0
-0.0274246,0.000210442,-8.14529,0,0,-65.429,-151.967,-8.14707,0,0,-53.96,-70.1668,-10,0,0,-177.894,-469.661,-10,0,0
-0.0273819,0.000142424,-8.26337,0,0,-65.7872,-151.823,-8.16919,0,0,-54.3062,-70.0066,-10,0,0,-178.901,-469.554,-10,0,0
-0.0273529,9.63904e-005,-8.36189,0,0,-66.1359,-151.921,-8.18763,0,0,-54.6553,-69.8531,-10,0,0,-179.895,-469.468,-10,0,0
-0.0273334,6.52356e-005,-8.46171,0,0,-66.4833,-151.948,-8.20656,0,0,-55.0116,-69.7124,-10,0,0,-180.882,-469.394,-10,0,0
-0.0273201,4.41504e-005,-8.56201,0,0,-66.8275,-151.986,-8.22616,0,0,-55.3726,-69.5602,-10,0,0,-181.865,-469.336,-10,0,0
-0.0273112,2.98803e-005,-8.66164,0,0,-67.1665,-152.042,-8.24618,0,0,-55.73,-69.3781,-10,0,0,-182.845,-469.277,-10,0,0
-0.0273051,2.02225e-005,-8.76284,0,0,-67.5127,-152.161,-8.26649,0,0,-56.0836,-69.1967,-10,0,0,-183.818,-469.212,-10,0,0
-0.027301,1.36863e-005,-8.8644,0,0,-67.8549,-152.24,-8.28781,0,0,-56.4339,-69.0192,-10,0,0,-184.796,-469.178,-10,0,0
-0.0272982,9.26267e-006,-8.96475,0,0,-68.1967,-152.369,-8.30913,0,0,-56.7816,-68.8451,-10,0,0,-185.769,-469.116,-10,0,0
-0.0272963,6.26883e-006,-9.06777,0,0,-68.5387,-152.5,-8.33162,0,0,-57.1239,-68.6636,-10,0,0,-186.748,-469.091,-10,0,0
-0.027295,4.24265e-006,-9.16858,0,0,-68.8836,-152.677,-8.3538,0,0,-57.4622,-68.4886,-10,0,0,-187.721,-469.022,-10,0,0
-0.0272942,2.87136e-006,-9.26985,0,0,-69.2247,-152.816,-8.37692,0,0,-57.7974,-68.3188,-10,0,0,-188.695,-468.982,-10,0,0
-0.0271558,0.000461387,-9.37086,0,0,-69.5657,-153.003,-8.40028,0,0,-58.1318,-68.158,-10,0,0,-189.668,-468.93,-10,0,0
-0.0270621,0.00031226,-9.4733,0,0,-69.9113,-153.214,-8.4243,0,0,-58.4652,-67.9969,-10,0,0,-190.642,-468.888,-10,0,0
-0.0269987,0.000211332,-9.57648,0,0,-70.2588,-153.428,-8.44911,0,0,-58.801,-67.8479,-10,0,0,-191.621,-468.859,-10,0,0
-0.0269558,0.000143027,-9.67504,0,0,-70.6029,-153.646,-8.47327,0,0,-59.1432,-67.7109,-10,0,0,-192.589,-468.777,-10,0,0
-0.0269267,9.67981e-005,-9.77655,0,0,-70.9491,-153.868,-8.49859,0,0,-59.4899,-67.5646,-10,0,0,-193.56,-468.738,-10,0,0
-0.0269071,6.55115e-005,-9.87695,0,0,-71.2928,-154.108,-8.5243,0,0,-59.8406,-67.4145,-10,0,0,-194.531,-468.695,-10,0,0
-0.0268938,4.43372e-005,-9.97605,0,0,-71.6348,-154.365,-8.55012,0,0,-60.1954,-67.2629,-10,0,0,-195.5,-468.638,-10,0,0
-0.0268848,3.00067e-005,-10.0781,0,0,-71.9814,-154.65,-8.5771,0,0,-60.5504,-67.0961,-10,0,0,-196.474,-468.614,-10,0,0
-0.0268787,2.03081e-005,-10.1772,0,0,-72.3301,-154.955,-8.6037,0,0,-60.9042,-66.9248,-10,0,0,-197.444,-468.552,-10,0,0
-0.0268746,1.37442e-005,-10.2778,0,0,-72.6804,-155.243,-8.63137,0,0,-61.2547,-66.747,-10,0,0,-198.419,-468.521,-10,0,0
-0.0268718,9.30185e-006,-10.3762,0,0,-73.0283,-155.549,-8.65906,0,0,-61.6007,-66.5668,-10,0,0,-199.392,-468.47,-10,0,0
-0.0268699,6.29535e-006,-10.4766,0,0,-73.3789,-155.876,-8.68775,0,0,-61.9424,-66.3894,-10,0,0,-200.371,-468.443,-10,0,0
-0.0268686,4.26059e-006,-10.5734,0,0,-73.7269,-156.213,-8.71604,0,0,-62.2827,-66.2233,-10,0,0,-201.345,-468.381,-10,0,0
-0.0267299,0.000462327,-10.6698,0,0,-74.0722,-156.54,-8.74482,0,0,-62.6205,-66.0547,-10,0,0,-202.318,-468.329,-10,0,0
-0.0266361,0.000312896,-10.7683,0,0,-74.4247,-156.92,-8.77442,0,0,-62.9557,-65.8868,-10,0,0,-203.294,-468.295,-10,0,0
-0.0265725,0.000211763,-10.8645,0,0,-74.774,-157.279,-8.80434,0,0,-63.2905,-65.7276,-10,0,0,-204.272,-468.256,-10,0,0
-0.0265295,0.000143318,-10.9589,0,0,-75.1248,-157.668,-8.83391,0,0,-63.6279,-65.5784,-10,0,0,-205.245,-468.19,-10,0,0
-0.0265004,9.69954e-005,-11.0524,0,0,-75.4756,-158.041,-8.86386,0,0,-63.9687,-65.4305,-10,0,0,-206.214,-468.132,-10,0,0
-0.0264807,6.5645e-005,-11.1475,0,0,-75.8284,-158.43,-8.89498,0,0,-64.3129,-65.2811,-10,0,0,-207.189,-468.107,-10,0,0
